district,division,Urban share,Poorest quintile,Richest quintile,No education,Secondary+,Aged 35-64,Overweight/obese,Hypertensive,Physically active,Current smoker
mymensingh,mymensingh,15.276767213080056,24.975498624192465,12.279141296150593,30.01868026958095,44.5069287795706,47.459124539224725,17.20906891354606,17.114381772768812,5.18750867082773,11.700956923540753
naogaon,rajshahi,13.163534923906498,7.105393280956003,13.075751356808524,34.08342167189702,45.94926230463108,52.844773849381575,31.443275256778097,33.98385277735526,5.046036407606371,8.035200081900372
narail,khulna,0.0,8.107525773023093,32.60401440848516,25.195751785596286,53.13367239973626,50.94570001459454,27.506400820895095,26.47375295340277,7.911240010652329,9.275121077807643
narayanganj,dhaka,55.84323638897227,0.0,67.96237494474614,16.12632442646801,56.94229956024655,43.861956842528805,46.99079917509295,12.928665555757668,0.0,3.7060351274432755
narsingdi,dhaka,24.447769298598175,25.573923498267014,36.20966662274074,20.992173917744104,55.82182121427037,53.85740126269677,29.057768703491966,16.7281087876591,2.2307216881799294,1.091975389500119
natore,rajshahi,8.89426671327421,6.974559178139182,15.623585254246905,28.83475918948238,42.066570494004615,55.30843113988569,23.923507888973734,33.83974523300595,8.187215642458614,4.118771965182131
netrakona,mymensingh,11.634505667166104,38.58907984793332,4.626029919610708,37.20579634919582,31.68042355068051,50.81712803635581,15.249134207547268,13.166282358009184,0.0,11.592982165712309
nilphamari,rangpur,13.4095511370951,45.891449842843,10.438445606081851,28.260883680425653,47.857521688959,48.39067650623614,18.27436413721879,22.16401245706886,6.293788241978206,17.028452516893672
noakhali,chattogram,17.120647372771845,25.926803815767613,8.57973315367814,28.441205840845456,42.21745379949449,48.38567780428748,26.15754995553691,14.879173882186544,1.256147727263098,12.604043650073546
pabna,rajshahi,27.139212751757334,21.683251368284516,23.804587197143174,30.37972448451856,45.688809197307954,52.41247099612172,34.57147163251017,22.84289800236642,0.2954445377596939,1.0036632429841148
panchagarh,rangpur,9.421810559930572,39.91877409422392,7.844867206932045,33.390361794411234,36.78044199431521,44.43255075226422,19.39467964342006,24.161810978916957,9.867036671760449,14.233617656359707
patuakhali,barishal,9.977182737402922,31.355525893771073,18.170084719545834,19.924838640334546,51.247151735345575,46.51340538444179,28.990179594879965,15.653923533192614,1.9867102916137718,6.841671771718776
pirojpur,barishal,11.551303596986456,32.792746584836024,5.4563061735107485,9.847301267889728,52.205160235747485,49.11701748294458,23.322802720712957,24.350820421450496,1.2513811494872293,9.813047922492878
rajbari,dhaka,33.336462696517636,8.074643660848816,24.373019434795122,16.55834135161713,68.56386870983832,53.40177493805509,35.09717644229015,24.11448915114826,1.3890192790215683,0.0
rajshahi,rajshahi,30.46001371072458,13.440643261971397,16.649858078631883,29.359890749030715,45.145484149973385,49.565130081933,29.35086405154831,17.51575910928303,4.430311344424742,5.8742454764891665
rangamati,chattogram,31.240893009491337,27.217923669948256,5.466334222459011,23.827634529563866,47.11239704467482,43.7349242751396,28.236102960355137,19.916410100869868,1.9481086807259302,22.319963165268906
rangpur,rangpur,21.858898453737957,24.14822457237398,13.947733167275686,26.133363146821985,53.11875987472282,52.594207130655114,29.322269990545962,20.083645170609962,0.29210933944613504,3.7082182684019758
satkhira,khulna,18.644041799074515,8.423410633329233,17.741418990164444,24.224247181068534,51.806562527587566,51.302831367002,27.582537061563876,20.30629691878377,9.660204228703737,6.716828104163892
shariatpur,dhaka,39.99962475961114,13.804983984417973,11.284197137004698,25.47268475801088,38.951747814442065,44.49086990331104,28.06212259184641,22.788937446604216,0.0,0.0
sherpur,mymensingh,16.785908579057327,37.45517449658503,12.0450665469142,35.53795968917866,47.036056302796105,52.50949530548108,22.4847323851043,18.385306054536866,2.2846304036950746,20.880357595120355
sirajganj,rajshahi,18.988131305435346,27.494817064876028,7.718840546952202,39.27313222258797,33.80574301808451,54.401620776886375,28.025642242543363,23.816017230505157,0.4012786571758063,2.873340926391572
sunamganj,sylhet,11.213976923957187,43.09282988292597,10.907198595857038,33.895183679148865,31.508364249450388,43.32695628083508,17.35161877024884,16.872974988765392,5.089765802822733,21.61670727442559
sylhet,sylhet,26.698693674150327,18.447248954317697,29.958038940437387,26.823356401767484,44.71647791459043,41.99294304491749,21.586540830376105,22.219247857701436,1.648629029149338,12.26673681676743
tangail,dhaka,14.531724034993857,16.88703742931092,24.67701905003691,27.778131417744383,48.546313033143484,53.01759305321559,25.300370496688647,21.32348592000701,1.5080564934595162,9.620961761607118
thakurgaon,rangpur,7.794813440046551,19.27214540936719,14.145244769270551,31.199813336752214,49.58484379283094,57.497043805278956,25.465297939352748,30.772587131617772,10.792664840047825,14.270238961282312
